id,cycles_old,cycles_new,overhead_old,overhead_new,ratio
"all",,,,,
"all;ksoftirqd/26",,,,,
"all;ksoftirqd/26;[kernel.vmlinux]",,,,,
"all;g4run;libG4geometry.so;G4PropagatorInField::ClearPropagatorState",73023970344,90026600218,0.0019,0.0023,1.233
"all;g4run;libG4geometry.so;G4Polyhedra::CalculateExtent",6918054,0,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>",18840172,12998616,0.0000,0.0000,0.690
"all;g4run;libG4geometry.so;G4PolyconeSide::Intersect",126687675786,130147284343,0.0033,0.0034,1.027
"all;g4run;libG4geometry.so;G4PhysicalVolumeStore::DeRegister",0,6922585,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>",12956878,19759756,0.0000,0.0000,1.525
"all;g4run;libG4geometry.so;G4NormalNavigation::ComputeStep",355562879040,339661918899,0.0092,0.0088,0.955
"all;g4run;libG4geometry.so;G4NavigationHistory::~G4NavigationHistory@plt",2813216426,3252791509,0.0001,0.0001,1.156
"all;g4run;libG4geometry.so;field_utils::absoluteError",37421944224,31394362229,0.0010,0.0008,0.839
"all;g4run;libG4geometry.so;G4SafetyHelper::ComputeSafety",56895003803,54363496930,0.0015,0.0014,0.956
"all;g4run;libG4geometry.so;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >",0,6691027,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4CutTubs::CalculateExtent",27736817,0,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4Polycone::CalculateExtent",47625573,48098850,0.0000,0.0000,1.010
"all;g4run;libG4geometry.so;G4VoxelSafety::ComputeSafety",9436244807,9009560473,0.0002,0.0002,0.955
"all;g4run;libG4geometry.so;G4PolyhedraSide::DistanceToOneSide@plt",13787931210,13238713294,0.0004,0.0003,0.960
"all;g4run;libG4geometry.so;G4NavigationLevel::~G4NavigationLevel",13946693036,14804245815,0.0004,0.0004,1.061
"all;g4run;libG4geometry.so;G4Navigator::LocateGlobalPointAndSetup",303241847705,322132538723,0.0078,0.0083,1.062
"all;g4run;libG4geometry.so;G4VoxelNavigation::LocateNextVoxel",103495425281,86915635294,0.0027,0.0022,0.840
"all;g4run;libG4geometry.so;std::vector<G4SmartVoxelNode*, std::allocator<G4SmartVoxelNode*> >::reserve",0,6975106,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4Torus::SurfaceNormal",6963424,13471955,0.0000,0.0000,1.935
"all;g4run;libG4geometry.so;G4BoundingEnvelope::CheckBoundingBox",34226447,6302830,0.0000,0.0000,0.184
"all;g4run;libG4geometry.so;G4NavigationHistoryPool::GetInstance",17202942067,14487963152,0.0004,0.0004,0.842
"all;g4run;libG4geometry.so;G4Tubs::DistanceToOut",43829123979,44560029924,0.0011,0.0012,1.017
"all;g4run;libG4geometry.so;operator new[]@plt",6953151,0,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4ReflectedSolid::DistanceToIn",1344104193,1206288846,0.0000,0.0000,0.897
"all;g4run;libG4geometry.so;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError@plt",2757227632,2606510888,0.0001,0.0001,0.945
"all;g4run;libG4geometry.so;G4LogicalVolume::GetMaterialCutsCouple",42321527995,41392908397,0.0011,0.0011,0.978
"all;g4run;libG4geometry.so;G4Trap::BoundingLimits",13749140,6583037,0.0000,0.0000,0.479
"all;g4run;libG4geometry.so;G4ClassicalRK4::G4ClassicalRK4",20650476,6968127,0.0000,0.0000,0.337
"all;g4run;libG4geometry.so;G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord@plt",2444997686,2883955521,0.0001,0.0001,1.180
"all;g4run;libG4geometry.so;G4Cons::DistanceToOut",1616486130,1616689953,0.0000,0.0000,1.000
"all;g4run;libG4geometry.so;G4ReflectedSolid::Inside",3675095367,3469034880,0.0001,0.0001,0.944
"all;g4run;libG4geometry.so;G4VCSGfaceted::Inside@plt",14907376079,11932768620,0.0004,0.0003,0.800
"all;g4run;libG4geometry.so;G4VoxelNavigation::ComputeStep",247422274755,250145695440,0.0064,0.0065,1.011
"all;g4run;libG4geometry.so;G4VIntersectionLocator::ReEstimateEndpoint@plt",0,6709945,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4PolyPhiFace::InsideEdges@plt",5415598284,6420974657,0.0001,0.0002,1.186
"all;g4run;libG4geometry.so;G4Trap::DistanceToOut",15468497608,13830241729,0.0004,0.0004,0.894
"all;g4run;libG4geometry.so;G4GeomTools::RemoveRedundantVertices",0,6333649,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4FieldTrack::operator=@plt",169262672,417184181,0.0000,0.0000,2.465
"all;g4run;libG4geometry.so;field_utils::absoluteError@plt",9452435178,10929497029,0.0002,0.0003,1.156
"all;g4run;libG4geometry.so;G4DisplacedSolid::DistanceToIn",19663539230,20415114161,0.0005,0.0005,1.038
"all;g4run;libG4geometry.so;__dynamic_cast@plt",24206759,20477093,0.0000,0.0000,0.846
"all;g4run;libG4geometry.so;aNavigLevelRepAllocator@plt",17831356769,12843963986,0.0005,0.0003,0.720
"all;g4run;libG4geometry.so;aProxyAllocator",12816968,6530222,0.0000,0.0000,0.509
"all;g4run;libG4geometry.so;field_utils::relativeError2@plt",489947627,722460193,0.0000,0.0000,1.475
"all;g4run;libG4geometry.so;G4EnclosingCylinder::MustBeOutside@plt",19088588168,14443232140,0.0005,0.0004,0.757
"all;g4run;libG4geometry.so;G4SubtractionSolid::DistanceToOut",17059953120,16716570484,0.0004,0.0004,0.980
"all;g4run;libG4geometry.so;G4Navigator::SetupHierarchy",45063707849,42362852130,0.0012,0.0011,0.940
"all;g4run;libG4geometry.so;G4BoundingEnvelope::FindScaleFactor@plt",6854167,6915092,0.0000,0.0000,1.009
"all;g4run;libG4geometry.so;G4NormalNavigation::ComputeSafety",60777582463,62417769411,0.0016,0.0016,1.027
"all;g4run;libG4geometry.so;G4EnclosingCylinder::ShouldMiss@plt",1887654878,2008497399,0.0000,0.0001,1.064
"all;g4run;libG4geometry.so;aTouchableHistoryAllocator",16894138296,15598655816,0.0004,0.0004,0.923
"all;g4run;libG4geometry.so;G4Polyhedra::Inside",41220851844,42488836470,0.0011,0.0011,1.031
"all;g4run;libG4geometry.so;G4Mag_UsualEqRhs::SetChargeMomentumMass",72606045200,64911624103,0.0019,0.0017,0.894
"all;g4run;libG4geometry.so;G4Region::AddMaterial",227386030,298055175,0.0000,0.0000,1.311
"all;g4run;libG4geometry.so;G4EnclosingCylinder::MustBeOutside",118310740997,118058012821,0.0030,0.0030,0.998
"all;g4run;libG4geometry.so;G4TouchableHistory::~G4TouchableHistory@plt",3627819604,2813923669,0.0001,0.0001,0.776
"all;g4run;libG4geometry.so;G4Navigator::GetLocalExitNormal",4483333861,4703253297,0.0001,0.0001,1.049
"all;g4run;libG4geometry.so;G4DisplacedSolid::CalculateExtent",6751338,6198509,0.0000,0.0000,0.918
"all;g4run;libG4geometry.so;G4Trd::DistanceToOut",45415123,26982000,0.0000,0.0000,0.594
"all;g4run;libG4geometry.so;G4PolyconeSide::GetPhi@plt",646590855,560147248,0.0000,0.0000,0.866
"all;g4run;libG4geometry.so;G4NormalNavigation::ComputeStep@plt",19606432859,16463644842,0.0005,0.0004,0.840
"all;g4run;libG4geometry.so;G4LogicalVolume::GetSensitiveDetector",46618585503,78256665548,0.0012,0.0020,1.679
"all;g4run;libG4geometry.so;G4Navigator::ComputeSafety",220005768652,203185132678,0.0057,0.0052,0.924
"all;g4run;libG4geometry.so;G4MagInt_Driver::OneGoodStep",26123945,20263775,0.0000,0.0000,0.776
"all;g4run;libG4geometry.so;G4Trd::Inside",148991886,112676813,0.0000,0.0000,0.756
"all;g4run;libG4geometry.so;G4NavigationHistory::G4NavigationHistory@plt",5957848538,4998346867,0.0002,0.0001,0.839
"all;g4run;libG4geometry.so;G4PolyconeSide::Normal",14018640588,13481966203,0.0004,0.0003,0.962
"all;g4run;libG4geometry.so;G4Box::SurfaceNormal",1419600318,1013186446,0.0000,0.0000,0.714
"all;g4run;libG4geometry.so;G4LogicalVolume::AssignFieldManager",6199009,33357590,0.0000,0.0000,5.381
"all;g4run;libG4geometry.so;G4Region::AddMaterial@plt",6973488,13889832,0.0000,0.0000,1.992
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone1@plt",2900032280,3011978702,0.0001,0.0001,1.039
"all;g4run;libG4geometry.so;G4Trap::GetVertices",6176020,34669487,0.0000,0.0000,5.614
"all;g4run;libG4geometry.so;G4LogicalVolume::GetFieldManager",13774404305,13932192657,0.0004,0.0004,1.011
"all;g4run;libG4geometry.so;G4Torus::DistanceToOut",20806858,6011926,0.0000,0.0000,0.289
"all;g4run;libG4geometry.so;std::vector<HepGeom::Point3D<double>, std::allocator<HepGeom::Point3D<double> > >::_M_default_append",34122682,32399989,0.0000,0.0000,0.950
"all;g4run;libG4geometry.so;G4NormalNavigation::ComputeSafety@plt",2399038619,2223638777,0.0001,0.0001,0.927
"all;g4run;libG4geometry.so;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",30587466365,34502176234,0.0008,0.0009,1.128
"all;g4run;libG4geometry.so;G4PolyhedraSide::Distance",217283229885,218503599009,0.0056,0.0056,1.006
"all;g4run;libG4geometry.so;CLHEP::Hep3Vector::operator*=@plt",2139298388,1935721542,0.0001,0.0000,0.905
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone2@plt",2326357512,2609928411,0.0001,0.0001,1.122
"all;g4run;libG4geometry.so;std::vector<G4NavigationLevel, std::allocator<G4NavigationLevel> >::_M_default_append@plt",0,6754643,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4UnionSolid::SurfaceNormal",1118360630,1158766186,0.0000,0.0000,1.036
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone",13532344451,13267363742,0.0003,0.0003,0.980
"all;g4run;libG4geometry.so;G4PolyhedraSide::GetPhi@plt",39374147578,39319564304,0.0010,0.0010,0.999
"all;g4run;libG4geometry.so;G4PolyhedraSide::DistanceAway",529859052901,514510634451,0.0137,0.0133,0.971
"all;g4run;libG4geometry.so;std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::_M_default_append@plt",6901596,0,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4MagInt_Driver::~G4MagInt_Driver@plt",6926493,0,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;aTouchableHistoryAllocator@plt",6296160144,5042806082,0.0002,0.0001,0.801
"all;g4run;libG4geometry.so;G4VCSGfaceted::DistanceToIn",6284849502,4829456188,0.0002,0.0001,0.768
"all;g4run;libG4geometry.so;G4SmartVoxelHeader::BuildVoxelsWithinLimits",0,34768245,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4VIntersectionLocator::GetSurfaceNormal@plt",506382145,625422459,0.0000,0.0000,1.235
"all;g4run;libG4geometry.so;G4PVPlacement::VolumeType",2214256249,6938522321,0.0001,0.0002,3.134
"all;g4run;libG4geometry.so;G4FieldManager::ConfigureForTrack",13142336163,6863536732,0.0003,0.0002,0.522
"all;g4run;libG4geometry.so;G4Torus::SolveNumericJT",146418357,120455735,0.0000,0.0000,0.823
"all;g4run;libG4geometry.so;G4ClassicalRK4::DumbStepper",273045230,216822441,0.0000,0.0000,0.794
"all;g4run;libG4geometry.so;G4Torus::CalculateExtent",13574648,20549262,0.0000,0.0000,1.514
"all;g4run;libG4geometry.so;field_utils::copy",1897507965,845760596,0.0000,0.0000,0.446
"all;g4run;libG4geometry.so;G4TouchableHistory::G4TouchableHistory",44567486758,51611300602,0.0011,0.0013,1.158
"all;g4run;libG4geometry.so;G4Navigator::ResetHierarchyAndLocate",140806106799,149286745676,0.0036,0.0039,1.060
"all;g4run;libG4geometry.so;aProxyAllocator@plt",6966124,0,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;_G4cout_p@plt",703609958,1002682770,0.0000,0.0000,1.425
"all;g4run;libG4geometry.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create@plt",6974117,0,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",1306036757,1699811736,0.0000,0.0000,1.302
"all;g4run;libG4geometry.so;G4NavigationHistory::~G4NavigationHistory",13802852389,12559472466,0.0004,0.0003,0.910
"all;g4run;libG4geometry.so;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep@plt",765439084,875847784,0.0000,0.0000,1.144
"all;g4run;libG4geometry.so;G4VIntersectionLocator::CheckAndReEstimateEndpoint",961973395,1086829715,0.0000,0.0000,1.130
"all;g4run;libG4geometry.so;G4PolyPhiFace::Normal",7864170963,8017393601,0.0002,0.0002,1.019
"all;g4run;libG4geometry.so;G4EnclosingCylinder::ShouldMiss",8228225273,7941047792,0.0002,0.0002,0.965
"all;g4run;libG4geometry.so;G4BoundingEnvelope::BoundingBoxVsVoxelLimits",20492099,13910271,0.0000,0.0000,0.679
"all;g4run;libG4geometry.so;field_utils::copy@plt",614594092,1044517310,0.0000,0.0000,1.700
"all;g4run;libG4geometry.so;G4Mag_EqRhs::SetChargeMomentumMass",7016435434,5496328596,0.0002,0.0001,0.783
"all;g4run;libG4geometry.so;G4VoxelLimits::AddLimit",6944029,13716235,0.0000,0.0000,1.975
"all;g4run;libG4geometry.so;hypot@plt",33790616,25733171,0.0000,0.0000,0.762
"all;g4run;libG4geometry.so;G4NavigationLevel::operator=@plt",15600257303,16343894363,0.0004,0.0004,1.048
"all;g4run;libG4geometry.so;G4LineSection::G4LineSection",17472613717,19097187712,0.0005,0.0005,1.093
"all;g4run;libG4geometry.so;G4Navigator::SetSavedState",104253649144,121950736507,0.0027,0.0031,1.170
"all;g4run;libG4geometry.so;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord@plt",3439231404,3272885023,0.0001,0.0001,0.952
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone@plt",4546416043,5825979183,0.0001,0.0002,1.281
"all;g4run;libG4geometry.so;G4TouchableHistory::~G4TouchableHistory",5496246319,5447405673,0.0001,0.0001,0.991
"all;g4run;libG4geometry.so;G4PolyconeSide::DistanceAway",119912157103,121722458782,0.0031,0.0031,1.015
"all;g4run;libG4geometry.so;G4Trd::DistanceToIn",19200859,20143928,0.0000,0.0000,1.049
"all;g4run;libG4geometry.so;G4Polycone::DistanceToIn",1830841670,2072403051,0.0000,0.0001,1.132
"all;g4run;libG4geometry.so;G4LogicalVolume::~G4LogicalVolume@plt",0,6931289,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;operator new@plt",0,13335540,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4Region::ScanVolumeTree",156107248,138207058,0.0000,0.0000,0.885
"all;g4run;libG4geometry.so;G4LineSection::Dist@plt",3637674782,8623454586,0.0001,0.0002,2.371
"all;g4run;libG4geometry.so;G4Trap::DistanceToIn",5162837070,5581731940,0.0001,0.0001,1.081
"all;g4run;libG4geometry.so;G4Box::DistanceToOut",24765399261,22010565506,0.0006,0.0006,0.889
"all;g4run;libG4geometry.so;G4PolyPhiFace::Distance",62304996536,62588164972,0.0016,0.0016,1.005
"all;g4run;libG4geometry.so;G4VPhysicalVolume::GetTranslation@plt",7823444143,7591431450,0.0002,0.0002,0.970
"all;g4run;libG4geometry.so;G4UnionSolid::Inside",39539701931,41525368263,0.0010,0.0011,1.050
"all;g4run;libG4geometry.so;G4Mag_UsualEqRhs::EvaluateRhsGivenB",214204791392,229691061643,0.0055,0.0059,1.072
"all;g4run;libG4geometry.so;G4ReflectedSolid::CalculateExtent",0,6568136,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >",40333559,76041358,0.0000,0.0000,1.885
"all;g4run;libG4geometry.so;G4ReflectedSolid::SurfaceNormal",114172773,110302299,0.0000,0.0000,0.966
"all;g4run;libG4geometry.so;G4Torus::TorusRootsJT@plt",6824124,13328845,0.0000,0.0000,1.953
"all;g4run;libG4geometry.so;G4VIntersectionLocator::ReEstimateEndpoint",53263790,53882674,0.0000,0.0000,1.012
"all;g4run;libG4geometry.so;G4BoundingEnvelope::CreateListOfPlanes",128156983,150591006,0.0000,0.0000,1.175
"all;g4run;libG4geometry.so;G4ChordFinder::ApproxCurvePointV",9547822558,11372999122,0.0002,0.0003,1.191
"all;g4run;libG4geometry.so;G4UnionSolid::CalculateExtent",0,11540218,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4VoxelSafety::SafetyForVoxelHeader@plt",489562074,402942001,0.0000,0.0000,0.823
"all;g4run;libG4geometry.so;G4UnionSolid::DistanceToOut",2457411233,2569659170,0.0001,0.0001,1.046
"all;g4run;libG4geometry.so;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep",14285693676,14025229359,0.0004,0.0004,0.982
"all;g4run;libG4geometry.so;G4PolyhedraSide::Normal",30423526523,30098267441,0.0008,0.0008,0.989
"all;g4run;libG4geometry.so;G4MagIntegratorStepper::G4MagIntegratorStepper@plt",0,6486430,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>@plt",0,13146966,0.0000,0.0000,0.000
"all;g4run;libG4geometry.so;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OnComputeStep",676142503,2438326807,0.0000,0.0001,3.606
"all;g4run;libG4geometry.so;G4FieldManagerStore::GetInstance@plt",6625997640,4360566614,0.0002,0.0001,0.658
"all;g4run;libG4geometry.so;G4Box::Inside",81704872770,72477804199,0.0021,0.0019,0.887
"all;g4run;libG4materials.so",,,,,
"all;g4run;libG4materials.so;G4AtomicShells::GetNumberOfElectrons",6375879,5641187,0.0000,0.0000,0.885
"all;g4run;libG4materials.so;G4SandiaTable::ComputeMatSandiaMatrix",13706356,0,0.0000,0.0000,0.000
"all;g4run;libG4materials.so;G4Material::ComputeNuclearInterLength",0,6539008,0.0000,0.0000,0.000
"all;g4run;libG4materials.so;G4Material::GetMaterial",6641936,0,0.0000,0.0000,0.000
"all;g4run;libG4error_propagation.so",,,,,
"all;g4run;libG4error_propagation.so;std::vector<double, std::allocator<double> >::_M_default_append",0,2296373,0.0000,0.0000,0.000
"all;g4run;libG4error_propagation.so;memset@plt",0,1102408,0.0000,0.0000,0.000
"all;g4run;libG4error_propagation.so;operator new@plt",31683579,19118301,0.0000,0.0000,0.603
"all;g4run;libG4error_propagation.so;std::vector<double, std::allocator<double> >::_M_fill_assign",144984296,118425145,0.0000,0.0000,0.817
"all;g4run;libG4Tree.so",,,,,
"all;g4run;libG4Tree.so;std::vector<G4String, std::allocator<G4String> >::_M_realloc_insert<char const*&>",7028768,0,0.0000,0.0000,0.000
"all;g4run;libG4Tree.so;operator new@plt",0,6977042,0.0000,0.0000,0.000
"all;g4run;libG4GMocren.so",,,,,
"all;g4run;libG4GMocren.so;std::vector<G4UIparameter*, std::allocator<G4UIparameter*> >::_M_realloc_insert<G4UIparameter* const&>",0,6734252,0.0000,0.0000,0.000
"all;g4run;libG4GMocren.so;std::vector<G4UItokenNum::yystype, std::allocator<G4UItokenNum::yystype> >::_M_default_append",605270,6726583,0.0000,0.0000,11.113
"all;g4run;libG4digits_hits.so",,,,,
"all;g4run;libG4digits_hits.so;G4TouchableHistory::UpdateYourself",1619573716,1384799795,0.0000,0.0000,0.855
"all;g4run;libG4digits_hits.so;G4NavigationLevel::~G4NavigationLevel@plt",659803080,292568049,0.0000,0.0000,0.443
"all;g4run;libG4digits_hits.so;G4NavigationLevel::operator=@plt",599824025,398830250,0.0000,0.0000,0.665
"all;g4run;libG4digits_hits.so;G4TouchableHistory::GetVolume",88474302914,106659777059,0.0023,0.0028,1.206
"all;g4run;libG4digits_hits.so;G4NavigationLevel::G4NavigationLevel@plt",251333749,114950839,0.0000,0.0000,0.457
"all;g4run;libG4clhep.so",,,,,
"all;g4run;libG4clhep.so;CLHEP::HepRandom::getTheEngine@plt",6300052,6891850,0.0000,0.0000,1.094
"all;g4run;libG4clhep.so;strlen@plt",0,6974605,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;engine",20918025,13945189,0.0000,0.0000,0.667
"all;g4run;libG4clhep.so;CLHEP::RandFlat::shoot",6969959,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::Hep3Vector::operator*=",6528393546,6749684981,0.0002,0.0002,1.034
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::beta",6733888,6364540,0.0000,0.0000,0.945
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::iterate@plt",10407655561,13499486432,0.0003,0.0003,1.297
"all;g4run;libG4clhep.so;CLHEP::(anonymous namespace)::theDefaults",240300186722,261641397021,0.0062,0.0068,1.089
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::operator()",0,6757145,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::fmodmulM61@plt",6813845,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::RandGamma::genGamma@plt",19918290,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::MULWU@plt",49377259177,44250468708,0.0013,0.0011,0.896
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::boostVector",77263576151,70700034615,0.0020,0.0018,0.915
"all;g4run;libG4clhep.so;HepGeom::Transform3D::getDecomposition",0,6968707,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::iterate_raw_vec",6919142,6875986,0.0000,0.0000,0.994
"all;g4run;libG4clhep.so;CLHEP::Hep3Vector::setSpherical",5925428127,4526846259,0.0002,0.0001,0.764
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::boost",54348781066,51863217182,0.0014,0.0013,0.954
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::flatArray",113436662849,107317346313,0.0029,0.0028,0.946
"all;g4run;libG4clhep.so;log@plt",0,25669209,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::mod128",6901947,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::transform",27094559,20018842,0.0000,0.0000,0.739
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::rapidity",19718084,13904936,0.0000,0.0000,0.705
"all;g4run;libG4clhep.so;HepGeom::operator*",1257805668,1225061617,0.0000,0.0000,0.974
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::operator*=",46532360,95504502,0.0000,0.0000,2.052
"all;g4run;libG4clhep.so;HepTool::Evaluator::evaluate",6974241,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::RandGaussQ::transformQuick",39939241077,32191508645,0.0010,0.0008,0.806
"all;g4run;libG4clhep.so;CLHEP::HepLorentzRotation::matrixMultiplication",0,5998361,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::HepRotation::set",19984740,27063921,0.0000,0.0000,1.354
"all;g4run;libG4clhep.so;CLHEP::HepLorentzRotation::rotateY",12227570992,12957555742,0.0003,0.0003,1.060
"all;g4run;libG4clhep.so;CLHEP::HepLorentzRotation::rotateZ",15653365517,14771260717,0.0004,0.0004,0.944
"all;g4run;libG4clhep.so;CLHEP::HepRandom::getTheEngine",111888874127,106922341692,0.0029,0.0028,0.956
"all;g4run;libG4clhep.so;CLHEP::RandFlat::shootArray",61590450,45725383,0.0000,0.0000,0.742
"all;g4run;libG4clhep.so;CLHEP::HepRotation::rectify",6976013,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;sincos@plt",6696084297,5191505432,0.0002,0.0001,0.775
"all;g4run;libG4clhep.so;CLHEP::RandGamma::genGamma",120522290,189890775,0.0000,0.0000,1.576
"all;g4run;libG4clhep.so;CLHEP::HepRotation::rotateAxes",0,6945287,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::Hep3Vector::rotateUz",54765564019,53339930154,0.0014,0.0014,0.974
"all;g4run;libG4clhep.so;CLHEP::Hep3Vector::cosTheta",6532388,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::modadd",72425386327,73929188086,0.0019,0.0019,1.021
"all;g4run;libG4clhep.so;CLHEP::RandGaussQ::transformSmall",6968928,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::apply_bigskip",0,12397477,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::generate@plt",21697484153,18379916060,0.0006,0.0005,0.847
"all;g4run;libG4clhep.so;CLHEP::Hep3Vector::operator*=@plt",6245053,0,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::operator/",4847047491,4363997832,0.0001,0.0001,0.900
"all;g4run;libG4clhep.so;CLHEP::HepLorentzRotation::set",45958617,124754748,0.0000,0.0000,2.715
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::generate",195168176975,202303241609,0.0050,0.0052,1.037
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::iterate",275300738985,246486468294,0.0071,0.0064,0.895
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::MULWU",102672950330,100283190151,0.0026,0.0026,0.977
"all;g4run;libG4clhep.so;HepGeom::Transform3D::operator*",6974482,6974410,0.0000,0.0000,1.000
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::modadd@plt",48008737096,56410056229,0.0012,0.0015,1.175
"all;g4run;libG4clhep.so;CLHEP::RandGamma::shoot",0,13916339,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::findBoostToCM",0,6747832,0.0000,0.0000,0.000
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::operator/=",19979051,13678547,0.0000,0.0000,0.685
"all;g4run;libm.so.6",,,,,
"all;g4run;libm.so.6;__fmod_finite@GLIBC_2.15",6882628,6195875,0.0000,0.0000,0.900
"all;g4run;libm.so.6;with_errno",40801274,60928739,0.0000,0.0000,1.493
"all;g4run;libm.so.6;__fmod",6371904,0,0.0000,0.0000,0.000
"all;g4run;libm.so.6;__round",6849253,26814799,0.0000,0.0000,3.915
"all;g4run;libm.so.6;hypot@@GLIBC_2.35",296222361,278379737,0.0000,0.0000,0.940
"all;g4run;libm.so.6;__ieee754_acos_fma",13996047156,12078488064,0.0004,0.0003,0.863
"all;g4run;libm.so.6;__sin_fma",15425529447,17260820390,0.0004,0.0004,1.119
"all;g4run;libm.so.6;__sinh_finite@GLIBC_2.15",6253824,13589280,0.0000,0.0000,2.173
"all;g4run;libm.so.6;pow@@GLIBC_2.29",6116040793,5222108478,0.0002,0.0001,0.854
