id,cycles,instructions,cache_references,cache_misses,L1_dcache_loads,L1_dcache_load_misses
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libicuuc.so.71.1",,,,,,
"all;g4run;libG4processes.so;G4CollisionnpElastic::GetAngularDistribution",0,0,0,0,0,252621
"all;g4run;libG4processes.so;G4FragmentingString::Mass",38296321,30961098,3676668,732330,5872011,927871
"all;g4run;libG4processes.so;pthread_mutex_unlock@plt",3489601,0,595817,64117,0,0
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::getMultiplicity",10465129,13301034,4163172,66955,4150897,741296
"all;g4run;libG4processes.so;G4PreCompoundProton::GetRj",97576083,116305357,1155996,195823,65400514,569479
"all;g4run;libG4processes.so;G4FTFAnnihilation::GaussianPt",3486741,0,673738,0,0,0
"all;g4run;libG4processes.so;G4NavigationLevel::operator=@plt",784502472,670337790,135651811,13388767,508954662,53239008
"all;g4run;libG4processes.so;G4KineticTrack::~G4KineticTrack@plt",3489625,2957952,0,0,0,0
"all;g4run;libG4processes.so;G4CascadeInterface::retryInelasticNucleus@plt",0,0,566095,0,0,0
"all;g4run;libG4processes.so;G4VLongitudinalStringDecay::CreatePartonPair",13935044,9572563,1848411,227767,0,0
"all;g4run;libG4processes.so;G4HadronNucleonXsc::HadronNucleonXscPDG",453254951,401995616,56129336,12201780,191026387,22955450
"all;g4run;libG4processes.so;std::vector<G4HadSecondary, std::allocator<G4HadSecondary> >::_M_realloc_insert<G4HadSecondary const&>",10465151,0,1398790,120447,0,0
"all;g4run;libG4processes.so;G4DynamicParticle::Set4Momentum@plt",13720850,13607602,1799871,214278,6018927,488924
"all;g4run;libG4processes.so;G4HadFinalState::GetSecondary",5675285418,4416614380,736410421,324198162,2771625098,192462784
"all;g4run;libG4processes.so;G4VSplitableHadron::G4VSplitableHadron@plt",0,0,0,70693,0,0
"all;g4run;libG4processes.so;G4EmUtility::FindCrossSectionMax",0,9454796,749768,227472,2289120,368346
"all;g4run;libG4processes.so;G4PreCompoundFragment::CalcEmissionProbability",31405037,82604020,1763578,455607,22420184,0
"all;g4run;libG4processes.so;G4NucleiModel::generateQuasiDeuteron@plt",6976025,0,1896726,191696,3993371,0
"all;g4run;libG4processes.so;G4PhotoNuclearCrossSection::GetElementCrossSection",33557311,64873766,361449,212536,33827016,615444
"all;g4run;libG4processes.so;G4NucleonNuclearCrossSection::ComputeCrossSections@plt",48836998,58805833,2313999,740685,17272593,2501111
"all;g4run;libG4processes.so;G4VLongitudinalStringDecay::SetMinMasses",3490899,23831063,284407,102449,8684135,193007
"all;g4run;libG4processes.so;G4RKPropagation::delete_EquationsAndMap",3491122,0,0,129183,0,0
"all;g4run;libG4processes.so;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >",2101562475,1903420864,208094760,9740929,1105112476,32230480
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",6833548369,6634099270,844505456,102676127,4043752859,222063538
"all;g4run;libG4processes.so;G4ParticleChangeForDecay::Initialize@plt",0,0,0,0,1994496,0
"all;g4run;libG4processes.so;std::_Rb_tree<int, std::pair<int const, G4VNuclearField*>, std::_Select1st<std::pair<int const, G4VNuclearField*> >, std::less<int>, std::allocator<std::pair<int const, G4VNuclearField*> > >::_M_get_insert_unique_pos",0,0,0,44908,0,0
"all;g4run;libG4processes.so;G4CascadeInterface::checkFinalResult",780176878,482710400,78137600,48531298,252551625,10189758
"all;g4run;libG4processes.so;G4BGGPionElasticXS::IsElementApplicable",282186099,315265190,39108596,7595136,134147565,14241243
"all;g4run;libG4processes.so;G4TheoFSGenerator::~G4TheoFSGenerator",0,0,0,0,0,124857
"all;g4run;libG4processes.so;G4Parton::~G4Parton",3490499,3317633,527949,69983,0,0
"all;g4run;libG4processes.so;G4BraggModel::MolecIsInZiegler1988",3490670,0,0,0,8988514,0
"all;g4run;libG4processes.so;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double const>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double const> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double const> > >::find@plt",3490661,0,305357,0,0,0
"all;g4run;libG4processes.so;G4ExcitedString::GetDirection",24400923,6492092,553654,325182,1961402,0
"all;g4run;libG4processes.so;G4LundStringFragmentation::SplitEandP",41849391,42281157,6447944,2111861,24457031,4523470
"all;g4run;libG4processes.so;G4NavigationHistory::NewLevel@plt",90612253,60949075,8811710,1816014,28419057,3669234
"all;g4run;libG4processes.so;G4CascadeCheckBalance::momentumOkay",2085510768,1813065668,313246072,86190599,1111030755,60946041
"all;g4run;libG4processes.so;G4NuclearLevelData::GetLevelDensity",5891756988,6876221812,129186408,45449442,3178460276,23526596
"all;g4run;libG4processes.so;G4FTFModel::CheckKinematics@plt",3487533,0,0,0,0,0
"all;g4run;libG4processes.so;G4ComponentGGHadronNucleusXsc::GetTotalIsotopeCrossSection",6981392,8236283,561990,569253,10141684,0
"all;g4run;libG4processes.so;G4MultiBodyMomentumDist::GetInstance@plt",202028132,195714975,24551419,2843221,150218587,3713330
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity",28519540174,38898841569,2624666626,396049612,21955794391,433872061
"all;g4run;libG4processes.so;G4eBremsstrahlungRelModel::ComputeLPMfunctions@plt",6983173,9861313,0,0,3154937,0
"all;g4run;libG4processes.so;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",17052379,5767224,2471115,668889,1832380,140876
"all;g4run;libG4processes.so;G4LorentzConvertor::reflectionNeeded@plt",52277332,23344478,7498045,3840846,12385364,2268530
"all;g4run;libG4processes.so;G4Poisson",163864480469,144529411982,25866351520,2528186618,75339584122,7303548622
"all;g4run;libG4processes.so;G4LorentzConvertor::rotate",87067800,58995377,8859382,3822373,27849389,506805
"all;g4run;libG4processes.so;G4Fancy3DNucleus::ReduceSum",320808852,215444423,5509119,1106380,158321456,1764382
"all;g4run;libG4processes.so;G4Clebsch::ClebschGordanCoeff",6827654,0,0,0,4008225,0
"all;g4run;libG4processes.so;G4BGGPionElasticXS::GetElementCrossSection",996663298,1076726402,130290202,32540195,582421229,69180833
"all;g4run;libG4processes.so;G4Absorber::G4Absorber",3449009,5128618,0,0,3745677,0
"all;g4run;libG4processes.so;G4BraggIonModel::GetParticleCharge",6973493,16258811,0,0,0,273095
"all;g4run;libG4processes.so;G4HadronElastic::SampleInvariantT",101340628,25829594,11196639,6729016,30832272,3084676
"all;g4run;libG4processes.so;G4EvaporationChannel::EmittedFragment",337731861,201401054,25138144,11565412,110627127,6405445
"all;g4run;libG4processes.so;G4HadronNucleonXsc::KaonNucleonXscGG@plt",3485464,13038668,1126262,0,3944496,1020610
"all;g4run;libG4processes.so;G4InuclParticle::G4InuclParticle",17908748472,19391472618,2787167522,273007815,11102360512,534206494
"all;g4run;libG4processes.so;G4FragmentingString::IsAFourQuarkString",3487240,3054112,0,683671,2028069,0
"all;g4run;libG4processes.so;G4IonFluctuations::Dispersion",153529281,134198492,14897229,950584,77561818,5483373
"all;g4run;libG4processes.so;std::vector<G4String, std::allocator<G4String> >::emplace_back<G4String>",0,0,0,0,3142156,0
"all;g4run;libG4processes.so;G4NucleiModel::fillBindingEnergies",933912455,535276694,145431456,46495879,258161248,58576884
"all;g4run;libG4processes.so;G4ProtonField::GetBarrier",0,3180037,0,325963,0,497461
"all;g4run;libG4processes.so;G4UnboundPN::Definition@plt",17430140,9654859,590004,54116,7696252,511745
"all;g4run;libG4processes.so;G4NeutronInelasticXS::ElementCrossSection",11057767518,10969725458,2074503139,216190902,6455439500,1304878768
"all;g4run;libG4processes.so;CLHEP::operator/@plt",31384504,36199151,3457581,779651,13829797,1251365
"all;g4run;libG4processes.so;G4IonFluctuations::RelativisticFactor",201668707,173404651,29211577,1828001,100823924,8425918
"all;g4run;libG4processes.so;G4PiData::TotalXSection",7781066127,9821253961,816628130,140577952,4513428492,389298330
"all;g4run;libG4processes.so;G4PionMinusField::~G4PionMinusField",3488370,0,0,75690,0,0
"all;g4run;libG4processes.so;G4LevelReader::LevelManager",56030866,49272367,1750254,110921,38940030,104327
"all;g4run;libG4processes.so;G4UrbanFluctuation::SampleGlandz",207667547739,178139139549,35013155819,3479171643,97459650441,10434120918
"all;g4run;libG4processes.so;G4NeutronCaptureXS::IsoCrossSection@plt",87138839,63554066,17906291,3595397,43671544,4684970
"all;g4run;libG4processes.so;G4PionPlus::PionPlusDefinition@plt",0,0,707262,0,0,0
"all;g4run;libG4processes.so;G4IonFluctuations::SetParticleAndCharge",6977178,3296580,564286,145830,0,1024681
"all;g4run;libG4processes.so;G4NucleonNuclearCrossSection::GetElementCrossSection",515770835,480446359,87157000,22578366,250119498,39806106
"all;g4run;libG4processes.so;G4CascadeInterpolator<5>::getBin",1752925314,922053298,201197064,93539671,480696480,38143466
"all;g4run;libG4processes.so;G4BraggIonModel::SampleSecondaries",108086272,117529421,26285238,1671023,53643639,8696162
"all;g4run;libG4processes.so;G4InuclElementaryParticle::getParticleMass@plt",111422561,76936681,10295214,859850,55170877,2411667
"all;g4run;libG4processes.so;G4VEmModel::SelectRandomAtom",11209020996,10338504183,2198237138,184650191,6794904925,1051797627
"all;g4run;libG4processes.so;G4LivermorePhotoElectricModel::ComputeCrossSectionPerAtom",150902609112,127848232830,30863936216,2803260317,82347869782,12588939100
"all;g4run;libG4processes.so;G4NeutronInelasticXS::IsIsoApplicable",44214392916,44052433676,7185908208,917190625,25906294931,4489252277
"all;g4run;libG4processes.so;G4LevelManager::NearestLevelIndex",2383416980,1130201001,249905543,133687497,552191999,54624827
"all;g4run;libG4processes.so;G4NuclearLevelData::GetParameters",3137538,0,0,0,0,0
"all;g4run;libG4processes.so;G4BGGNucleonInelasticXS::IsIsoApplicable",1386693183,1219744687,233522265,51019921,721308007,86003848
"all;g4run;libG4processes.so;G4InuclElementaryParticle::makeDefinition",35422593307,32872615944,4960833174,735793815,19820378426,1314532861
"all;g4run;libG4processes.so;G4GEMProbability::CalcProbability@plt",3486984,0,0,0,0,0
"all;g4run;libG4processes.so;G4Fancy3DNucleus::GetMass",3488865,17830734,0,0,2044674,0
"all;g4run;libG4processes.so;G4ComponentGGNuclNuclXsc::GetElasticElementCrossSection",111697189,131721313,11190015,1358135,84122544,3336842
"all;g4run;libG4processes.so;G4N15GEMProbability::G4N15GEMProbability",0,0,0,51513,0,0
"all;g4run;libG4processes.so;G4HadSecondary::G4HadSecondary",2071897298,1194128352,212692546,110652785,763957869,52371658
"all;g4run;libG4processes.so;G4CollisionOutput::getTotalStrangeness",13690460696,13042173531,1906560524,300138382,8633505402,551209422
"all;g4run;libG4processes.so;G4CascadeCoalescence::maxDeltaP",2906506919,4271346066,39278314,9644196,2403080765,7690409
"all;g4run;libG4processes.so;G4EmCorrections::LShell@plt",0,7427155,0,0,0,0
"all;g4run;libG4processes.so;G4VRangeToEnergyConverter::ConvertForElectron",3491996,13788423,0,0,6184706,0
"all;g4run;libG4processes.so;G4MollerBhabhaModel::MaxSecondaryEnergy",4571362072,3707657669,827354453,105617095,2116141006,282707000
"all;g4run;libG4processes.so;G4FTFAnnihilation::Annihilate",6981293,3148619,0,122131,0,0
"all;g4run;libG4processes.so;G4WentzelOKandVIxSection::ComputeTransportCrossSectionPerAtom@plt",31375922,59448987,3139523,242103,38667695,1648906
"all;g4run;libG4processes.so;G4BCDecay::GetCollisions",0,0,0,63553,0,0
"all;g4run;libG4processes.so;std::vector<G4PhysicsVector*, std::allocator<G4PhysicsVector*> >::_M_fill_insert",0,0,4154,1272,0,0
"all;g4run;libG4processes.so;G4CascadeSampler<30, 8>::findFinalStateIndex",404288419,239861930,53269496,18293757,151125512,12544128
"all;g4run;libG4processes.so;G4HadProjectile::G4HadProjectile",0,0,267479,0,0,0
"all;g4run;libG4processes.so;G4NuclearLevelData::UploadNuclearLevelData",0,0,0,22769,0,0
"all;g4run;libG4processes.so;G4CascadeInterface::~G4CascadeInterface",0,0,0,0,0,126915
"all;g4run;libG4processes.so;G4WentzelOKandVIxSection::SetupTarget",31158615706,31883107855,5310197028,640802790,19987205086,2236919180
"all;g4run;libG4processes.so;G4NucleiModel::generateParticleFate",43525909705,39365961386,6025176186,728400267,21966029478,1213781834
"all;g4run;libG4processes.so;G4VHadDecayAlgorithm::Generate",7687503767,6269558261,1369162925,203313123,3377670670,474585878
"all;g4run;libG4processes.so;G4MuPairProductionModel::ComputeDMicroscopicCrossSection",24370197005,32462000555,3351490,98466,16744942048,960932
"all;g4run;libG4processes.so;G4NucleiModel::generateInteractionPartners",59186650155,51198178651,8507758705,976747517,30857227079,2308854334
"all;g4run;libG4processes.so;G4HadronicInteraction::GetMinEnergy",501891765,352088770,99711645,24449109,217936405,30879813
"all;g4run;libG4processes.so;G4LossTableBuilder::BuildInverseRangeTable",3490830,0,0,0,0,60515
"all;g4run;libG4processes.so;G4HadronicProcessStore::RegisterParticleForExtraProcess",0,0,0,28835,0,0
"all;g4run;libG4processes.so;G4FTFAnnihilation::UnpackBaryon",0,3460781,0,0,0,0
"all;g4run;libG4processes.so;G4GEMChannel::GetEmissionProbability",3082284935,3597524251,188499426,23616065,1744776586,60491196
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeMuMinusPChannelData, G4PionNucSampler>::getMultiplicity",3490457,0,0,0,0,258174
"all;g4run;libG4processes.so;G4InuclSpecialFunctions::randomCOS_SIN@plt",278877390,274943183,46427242,4022451,179803328,7497192
"all;g4run;libG4processes.so;G4InuclSpecialFunctions::bindingEnergy",1907042719,958555550,311749048,84434404,684309499,84604489
"all;g4run;libG4processes.so;G4VEmProcess::PostStepDoIt",145862791793,120829247821,29780976791,3525521292,82420307692,12461176321
"all;g4run;libG4processes.so;G4CascadeFinalStateAlgorithm::ChooseGenerators@plt",17220210,6499727,454037,296181,5849483,793266
"all;g4run;libG4processes.so;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4Fancy3DNucleusHelper*, std::vector<G4Fancy3DNucleusHelper, std::allocator<G4Fancy3DNucleusHelper> > >, long, __gnu_cxx::__ops::_Iter_less_iter>",345222881,226989734,2382795,1914412,153707387,2060231
"all;g4run;libG4processes.so;std::vector<G4KineticTrack*, std::allocator<G4KineticTrack*> >::_M_erase",0,0,0,62632,0,0
"all;g4run;libG4processes.so;G4EmCorrections::IonBarkasCorrection",3492271,0,0,0,0,0
"all;g4run;libG4processes.so;G4FTFParticipants::GetList",467291320,652303658,15304291,4225273,382673923,6834749
"all;g4run;libG4processes.so;G4XNNTotalLowE::CrossSection",17440793,10024773,2435933,487230,8062586,538702
"all;g4run;libG4processes.so;G4EmElementSelector::SelectRandomAtom",11430306573,10396110913,2439463726,110148040,6853694657,1084050326
"all;g4run;libG4processes.so;G4WentzelOKandVIxSection::ComputeMaxElectronScattering@plt",324064290,357155495,61972840,7553548,232258314,24148232
"all;g4run;libG4processes.so;G4VParticleChange::AddSecondary@plt",662076165,515824808,120289939,16866412,358968291,43908236
"all;g4run;libG4processes.so;G4KM_OpticalEqRhs::~G4KM_OpticalEqRhs",0,3207671,0,0,0,0
"all;g4run;libG4processes.so;G4HadronicDeveloperParameters::get",5945826,16420879,0,0,5142086,161919
"all;g4run;libG4processes.so;G4UrbanMscModel::SampleDisplacement@plt",10468544,5955296,2747673,56376,2119220,268953
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::getOutgoingParticleTypes",0,0,0,0,0,239767
"all;g4run;libG4processes.so;G4PreCompoundTriton::CoalescenceFactor",107961919,136164283,1881873,204881,48910851,0
"all;g4run;libG4processes.so;G4LundStringFragmentation::SampleState",10465996,12920333,539868,359896,7852271,724647
"all;g4run;libG4processes.so;G4NuclearRadii::ParticleRadius@plt",27811408,30184895,6352859,669289,22058304,1049954
"all;g4run;libG4processes.so;G4CollisionOutput::removeOutgoingParticle",34878175,3271750,4713070,1378159,2016953,750512
"all;g4run;libG4processes.so;G4ComponentBarNucleonNucleusXsc::Interpolate",1630784258,2136573958,128519232,21438777,964179566,65546837
"all;g4run;libG4processes.so;G4HadronBuilder::Meson",10466421,21039750,3264779,599930,9344967,548909
"all;g4run;libG4processes.so;G4VLongitudinalStringDecay::SetDiquarkSuppression",3489539,0,1238420,190462,0,248275
"all;g4run;libG4processes.so;std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",5688032,1196263,167946,424092,0,106078
"all;g4run;libG4processes.so;G4CascadeInterface::copyOutputToHadronicResult",2936697690,1877353622,300871858,157167639,1224733791,56604883
"all;g4run;libG4processes.so;G4InuclSpecialFunctions::paraMaker::getTruncated",2090119097,1135633063,344517567,140343625,577951810,77332537
"all;g4run;libG4processes.so;G4BetheBlochModel::ComputeDEDXPerVolume",34914819,68196624,420122,0,38414225,124205
"all;g4run;libG4processes.so;G4NuclearFermiDensity::GetDeriv",292696594,301885969,12318961,1289403,129227995,3190933
"all;g4run;libG4processes.so;G4EmUtility::SampleRandomIsotope",94139879,36231797,10689420,4691351,26918616,4221185
"all;g4run;libG4processes.so;G4eplusAnnihilation::AtRestGetPhysicalInteractionLength",2127552385,2373054259,363959080,21511003,1456990316,78866743
"all;g4run;libG4processes.so;std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_erase",0,0,0,28039,0,0
