id,cycles,instructions,ls_dc_accesses,ls_dispatch_ld_dispatch,ls_dispatch_store_dispatch,ls_tlb_flush
"all;g4run;libG4processes;G4RToEConvForGamma::G4RToEConvForGamma",22329453,32411061,15252324,12213470,6348882,0
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::IsAtRestRequired",284923207,468005516,286225396,223321372,83353815,0
"all;g4run;libG4processes;G4OpticalParameters::GetScintVerboseLevel",69756598,73227756,56602513,42272919,11527444,0
"all;g4run;libG4processes;G4HadPhaseSpaceNBodyAsai::GenerateMultiBody",693460,0,1380327,0,0,0
"all;g4run;libG4processes;G4N14GEMChannel::~G4N14GEMChannel",698383,0,686035,0,0,0
"all;g4run;libG4processes;G4InuclNuclei::G4InuclNuclei",2789569,1162136,2024730,1464552,852920,0
"all;g4run;libG4processes;G4BinaryLightIonReaction::DeExciteSpectatorNucleus",0,0,0,482932,221426,0
"all;g4run;libG4processes;G4INCL::InteractionAvatar::~InteractionAvatar@plt",1395050,0,0,0,622303,0
"all;g4run;libG4processes;G4TransparentRegXTRadiator::ProcessDescription",3489775,8686649,3434848,2417207,1309166,0
"all;g4run;libG4processes;0x0000000000838e4b",20917782,29611234,16558749,9862442,6862934,0
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::SetFirstParton",0,0,0,0,203704,0
"all;g4run;libG4processes;G4Solver<G4StatMFMacroChemicalPotential>::Brent",4884707,5529527,652956,1769393,841100,0
"all;g4run;libG4processes;G4LivermoreComptonModel::SampleSecondaries",106756388,157714046,103114484,89371014,37912879,0
"all;g4run;libG4processes;std::__final_insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",4883762,6693300,655093,1419031,669307,0
"all;g4run;libG4processes;G4VEnergyLossProcess::RetrievePhysicsTable",4886794,5593090,2755229,5371912,1218980,0
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::CopyStep",625200336,1004891355,641295402,489963636,198001106,0
"all;g4run;libG4processes;0x0000000000a3f6aa",697368,0,668688,495491,224796,0
"all;g4run;libG4processes;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::print",21623301,46685559,23670139,18555826,7069590,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateOutgoingPartTypes",698365,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillDirManyBody",14651602,28611847,16224399,7969171,5619699,0
"all;g4run;libG4processes;0x0000000000838e4f",20234630,33150522,22786903,12059115,7445790,0
"all;g4run;libG4processes;G4CascadeDeexciteBase::makeFragment",304871159,445791647,281472273,176965977,95625573,0
"all;g4run;libG4processes;std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt",42557103,54333661,36562817,24363406,13786174,0
"all;g4run;libG4processes;G4NeutronElectronElXsc::GetElementCrossSection",32782531,42608126,26033437,16245289,7701695,0
"all;g4run;libG4processes;G4PAIySection::IntegralPlasmon",175787164,192659066,135895841,101890120,36758377,0
"all;g4run;libG4processes;G4HadronicParameters::SetMaxEnergyTransitionQGS_FTF",44657805,66450934,44364987,28900924,10482188,0
"all;g4run;libG4processes;0x0000000000a3f6af",698443,3433456,1327058,1000491,631721,0
"all;g4run;libG4processes;G4GammaNuclearXS::FindDirectoryPath",9064451,6470263,708497,1480122,2423116,0
"all;g4run;libG4processes;G4HETCFragment::G4HETCFragment@plt",117928258,185050799,117837694,65457816,40589844,0
"all;g4run;libG4processes;G4CollisionOutput::operator=",311174239,423047365,238998890,170058703,72169562,0
"all;g4run;libG4processes;G4ScoreSplittingProcess::CopyStepStart",11868521,6405933,4211103,5119888,2252301,0
"all;g4run;libG4processes;G4PreCompoundFragmentVector::CalculateProbabilities@plt",1395212,0,0,0,192483,0
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetGeneralE2Spectrum",82968725,94680226,65808681,44143547,20731750,0
"all;g4run;libG4processes;0x0000000000833f67",0,4538887,659288,0,214834,0
"all;g4run;libG4processes;G4SBBremTable::G4SBBremTable",28610694,39322340,31654275,21187765,7358323,0
"all;g4run;libvtkFiltersFlowPaths-9",,,,,,
"all;g4run;libvtkFiltersFlowPaths-9;std::vector<double, std::allocator<double> >::_M_fill_insert",3487393,1121519,680278,505055,825396,0
"all;g4run;libG4particles",,,,,,
"all;g4run;libG4particles;0x000000000006f81c",0,0,663506,0,0,0
"all;g4run;libG4particles;G4Neutron::Definition",6282745,2161293,2689108,1004174,984014,0
"all;g4run;libG4particles;G4Upsilon::Definition",698415,0,0,0,0,0
"all;g4run;libG4particles;strlen@plt",6972407,14935365,9419525,3434490,2582913,0
"all;g4run;libG4particles;0x000000000006f81f",1395705,5530868,2038531,3017340,1265538,0
"all;g4run;libG4particles;G4MuonMinus::Definition",0,1102684,0,0,0,0
"all;g4run;libG4particles;G4UnknownParticle::Definition",698351,3228963,620892,851273,197234,0
"all;g4run;libG4particles;0x000000000005b2a8",696463,0,675009,0,229662,0
"all;g4run;libG4particles;G4Alpha::Definition@plt",38377985,63771057,43167451,17478101,10210745,0
"all;g4run;libG4particles;G4ExcitedDeltaConstructor::AddNGammaMode",1395772,1220414,1787354,1015479,683887,0
"all;g4run;libG4particles;0x0000000000081551",0,1208751,1358573,506231,0,0
"all;g4run;libG4particles;0x000000000006c63d",11843529,11287273,10758035,4191594,3629219,0
"all;g4run;libG4particles;G4KaonPlus::Definition",35595943,52459460,35950211,22113946,12326151,0
"all;g4run;libG4particles;G4NucleiPropertiesTheoreticalTable::GetAtomicMass",47445711,46270772,29991770,19567781,8924097,0
"all;g4run;libG4particles;CLHEP::MixMaxRng::iterate@plt",11163052,8882550,5094434,4750216,2387564,0
"all;g4run;libG4particles;G4DecayTable::~G4DecayTable",698391,0,2070372,897323,1142740,0
"all;g4run;libG4particles;G4PionPlus::Definition",39751380,59257748,48349490,27924277,12079417,0
"all;g4run;libG4particles;G4KL3DecayChannel::G4KL3DecayChannel",0,1118943,555020,0,376247,0
"all;g4run;libG4particles;G4DecayProducts::~G4DecayProducts",698238,0,0,0,0,0
"all;g4run;libG4particles;G4ExcitedMesonConstructor::AddKStar2PiMode@plt",18828952,38024211,18392093,17509531,7080955,0
"all;g4run;libG4particles;G4DynamicParticle::Set4Momentum",1061187660,1638255161,838298530,572182921,317959223,0
"all;g4run;libG4particles;G4XibZero::Definition",2791688,3229465,4061781,1420311,635605,0
"all;g4run;libG4particles;0x000000000006f806",5586455,6554544,5242875,3946714,1533705,0
"all;g4run;libG4particles;G4MesonConstructor::~G4MesonConstructor",9059641,20148634,12752402,8136195,5014263,0
"all;g4run;libG4particles;std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::find",0,0,704519,0,233202,0
"all;g4run;libG4particles;G4VIsotopeTable::G4VIsotopeTable",698108,0,0,0,0,0
"all;g4run;libG4particles;0x000000000006f808",4887272,17391759,9521667,4809025,1308982,0
"all;g4run;libG4particles;G4PhaseSpaceDecayChannel::TwoBodyDecayIt",697084,1060931,679373,989615,425703,0
"all;g4run;libG4particles;G4AntiHyperTriton::Definition",2789726,2127739,697012,1994584,1092499,0
"all;g4run;libG4particles;G4XiZero::Definition@plt",687844,0,0,0,0,0
"all;g4run;libG4particles;G4IonTable::GetIonName",1396832,0,0,0,0,0
"all;g4run;libG4particles;0x000000000006cd3a",22999285,35821843,18196269,9161475,5913043,0
"all;g4run;libG4particles;G4Gamma::GammaDefinition@plt",29982851,45587741,32312988,21458080,9199967,0
"all;g4run;libG4particles;G4AntiLambdacPlus::Definition",4186072,7723713,2049417,982992,435636,0
"all;g4run;libG4particles;G4IonTable::FindIonInMaster",17451294,1231680,2015190,2031751,212772,0
"all;g4run;libG4particles;G4MuonDecayChannelWithSpin::~G4MuonDecayChannelWithSpin",0,0,0,0,230578,0
"all;g4run;libG4particles;G4DynamicParticle::G4DynamicParticle",698476,967788,665803,0,428525,0
"all;g4run;libG4particles;G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy",80949099,104332087,65575275,44864607,20393285,0
"all;g4run;libG4particles;G4KaonMinus::Definition",12554910,18125857,17073800,11703462,8029056,0
"all;g4run;libG4particles;0x00000000000631aa",1394019,2096741,1382774,1337004,469973,0
"all;g4run;libG4particles;0x00000000000631ac",1394476,2179386,1400919,0,0,0
"all;g4run;libG4particles;G4IonConstructor::ConstructLightIons",0,1112773,0,0,227237,0
"all;g4run;libG4particles;0x00000000000631ad",2793787,6751096,3397910,2399149,683594,0
"all;g4run;libG4particles;G4DynamicParticle::operator=",63048175,85492534,42948608,30969833,16264434,0
"all;g4run;libG4particles;G4Cache<double>::G4Cache",0,1065746,0,0,0,0
"all;g4run;libG4particles;G4NucleiProperties::GetNuclearMass",696222267,1116027254,663631081,450817670,236737289,0
"all;g4run;libG4particles;G4IonTable::FindIon",48151799,67451470,47500319,32128438,16304847,0
"all;g4run;libG4particles;std::_Rb_tree_decrement@plt",9064705,7668347,8902458,5107371,1370381,0
"all;g4run;libG4particles;G4MuonDecayChannelWithSpin::G4MuonDecayChannelWithSpin",0,0,675559,0,0,0
"all;g4run;libG4particles;G4PionMinus::Definition",87893608,108770456,77859603,49953954,32899293,0
"all;g4run;libG4particles;G4PhaseSpaceDecayChannel::ManyBodyDecayIt",327882309,577742794,351835219,261098622,118146597,0
"all;g4run;libG4particles;G4IonTable::size",2089172,0,0,0,0,0
"all;g4run;libG4particles;G4IonTable::GetIon",23728104,38855778,23208380,17692712,8620813,0
"all;g4run;libG4particles;G4MesonConstructor::ConstructLightMesons",32087639,50292153,30943230,15389133,12073519,0
"all;g4run;libG4particles;G4IonTable::GetNucleusMass",0,0,0,491706,0,0
"all;g4run;libG4particles;G4MuonPlus::Definition",0,1059356,0,0,0,0
"all;g4run;libG4particles;0x00000000000631ed",1390911,888118,0,432776,0,0
"all;g4run;libG4particles;G4PhaseSpaceDecayChannel::ThreeBodyDecayIt",4881057,1145866,717526,478272,0,0
"all;g4run;libG4particles;G4MuonDecayChannel::DecayIt",0,1111639,0,473633,222060,0
"all;g4run;libG4particles;G4NucleiPropertiesTheoreticalTable::IsInTable",207900464,320771670,199362292,130665252,61311012,0
"all;g4run;libG4particles;0x00000000000631ef",695660,0,640398,0,0,0
"all;g4run;libG4particles;0x00000000000737e9",1396719,0,0,0,225995,0
"all;g4run;libG4particles;G4LambdacPlus::Definition",1402960053,2220900190,1189569246,793683656,467814993,0
"all;g4run;libG4particles;G4AntiAlpha::Definition",4188881,6553549,3352359,943585,226124,0
"all;g4run;libG4particles;G4Electron::Definition",60011021,99866683,55155297,30967249,22928733,0
"all;g4run;libG4particles;0x000000000005b2cd",697047,0,689830,0,223255,0
"all;g4run;libG4particles;std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",85810630,140281508,115763824,66151469,31232214,0
"all;g4run;libG4particles;G4MesonConstructor::ConstructCharmMesons",698141,0,1370122,1467396,498395,0
"all;g4run;libG4particles;0x0000000000080eee",0,0,630915,0,0,0
"all;g4run;libG4particles;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos@plt",0,0,664329,0,0,0
"all;g4run;libG4particles;G4PhaseSpaceDecayChannel::IsOKWithParentMass",698272,0,0,0,0,0
"all;g4run;libG4particles;0x000000000006f80c",2129932561,3299536073,2110802452,1433693474,731835167,0
"all;g4run;libG4particles;G4NucleiPropertiesTheoreticalTable::GetIndex",1596245112,2582267843,1466849550,1062615207,479409679,0
"all;g4run;libG4particles;G4DecayProducts::Boost",2094425,0,692757,0,0,0
"all;g4run;libG4particles;G4Electron::Definition@plt",16050628,26950172,10828445,9339436,6175414,0
"all;g4run;libG4particles;G4NuclideTable::GetIsotope",422128436,716395211,412959827,294481395,129741808,0
"all;g4run;libG4particles;G4BaryonConstructor::ConstructStrangeBaryons",2088631,8908061,2641380,4250832,1414295,0
"all;g4run;libG4particles;G4JPsi::Definition",16735959,18923217,21808340,14218132,8243470,0
"all;g4run;libG4particles;G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt",73281858,114550048,86386650,52581380,27685805,0
"all;g4run;libG4particles;G4VDecayChannel::IsOKWithParentMass",0,0,0,0,227416,0
"all;g4run;libG4particles;std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4String>::G4ThreadLocalSingleton()::{lambda()#1}>@plt",13263641,6734650,6965196,3790286,1454287,0
"all;g4run;libG4particles;G4MesonConstructor::ConstructBottomMesons@plt",696267,0,0,0,222175,0
"all;g4run;libG4particles;G4ParticleDefinition::DumpTable",1305200509,2106783180,1357093270,899469449,454911020,0
"all;g4run;libG4particles;G4AntiTriton::Definition",7678529,2063273,7409968,2407247,884070,0
"all;g4run;libG4particles;G4Gamma::Definition",20214643,20080575,22474381,12896291,5395624,0
"all;g4run;libG4particles;0x000000000006bd68",50209448,59285218,34874902,19124704,11512033,0
"all;g4run;libG4particles;0x0000000000081316",198154243,383748576,238026503,152871513,75126910,0
"all;g4run;libG4particles;G4NucleiPropertiesTableAME12::GetNuclearMass",698266,5284104,0,0,223060,0
"all;g4run;libG4particles;G4NeutrinoE::Definition",1392398,0,0,0,224376,0
"all;g4run;libG4particles;G4AntiOmegacZero::Definition",2094897,4323721,1296487,499250,653232,0
"all;g4run;libG4particles;std::vector<double, std::allocator<double> >::_M_fill_insert",0,1074837,0,0,0,0
"all;g4run;libG4particles;G4DynamicParticle::SetMomentum",143759766,192076988,111254049,74013304,39009563,0
"all;g4run;libG4particles;G4AntiNeutrinoTau::Definition",296454080,415170544,281984516,175681345,110617637,0
"all;g4run;libG4particles;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>",696087,0,0,0,0,0
"all;g4run;libG4particles;G4TauMinus::Definition",697820,0,0,0,0,0
"all;g4run;libG4particles;G4AntiProton::Definition@plt",0,0,0,483467,0,0
"all;g4run;libG4particles;G4Cache<double>::~G4Cache",0,0,0,517365,0,0
"all;g4run;libG4particles;G4DecayProducts::G4DecayProducts",698467,0,0,0,223613,0
"all;g4run;libG4particles;G4DynamicParticle::SetDefinition",156282808,203559889,120842199,84644329,48798353,0
"all;g4run;libG4particles;0x000000000005b2d6",698484,991829,0,362866,457084,0
"all;g4run;libG4particles;G4ParticlesWorkspace::InitialiseWorkspace",15352388,3349867,3893604,3434673,2584164,0
"all;g4run;libG4particles;G4AntiDMesonZero::Definition",47427148,35643113,28981017,23382189,14259686,0
"all;g4run;libG4particles;G4PionRadiativeDecayChannel::DecayIt",2095105,1148765,0,0,233933,0
"all;g4run;libG4particles;G4HyperTriton::HyperTritonDefinition",3485582,1112224,2037364,896535,0,0
"all;g4run;libG4particles;0x000000000006c848",43261638,58511963,30943036,30261618,13619954,0
"all;g4run;libG4particles;G4SigmaMinus::Definition",3483752,5719131,3335883,1852448,1121335,0
"all;g4run;libG4particles;G4Electron::ElectronDefinition",0,0,625775,0,0,0
"all;g4run;libG4particles;G4NucleiPropertiesTheoreticalTable::GetNuclearMass",267956104,476951408,291329712,187644259,93360778,0
"all;g4run;libG4particles;G4AntiDoubleHyperH4::Definition",2787131,2149512,2108727,2368525,622103,0
"all;g4run;libG4particles;0x00000000000737eb",2095045,16569929,5457542,5296539,2395627,0
"all;g4run;libG4particles;G4DecayTable::G4DecayTable",695399,1118018,2704457,496724,871037,0
"all;g4run;libG4particles;G4ParticleDefinition::operator!=",126998574,182280752,109822357,68620917,35306993,0
"all;g4run;libG4particles;G4NucleiPropertiesTableAME12::GetAtomicMass",2786689,0,1349583,839570,0,0
"all;g4run;libG4particles;0x00000000000737ef",2791021,2194655,1966334,2961443,445627,0
"all;g4run;libG4particles;G4ExcitedMesonConstructor::GetQuarkContents@plt",697572,0,0,0,208402,0
"all;g4run;libG4particles;G4SigmaPlus::Definition",3487770,4611289,4152358,963127,1572784,0
"all;g4run;libG4particles;G4ChargedGeantino::Definition",123466983,176957422,114142978,84515627,38820953,0
"all;g4run;libG4particles;G4Proton::Definition",694048,3260173,4692781,3421794,693496,0
"all;g4run;libG4particles;G4NeutrinoTau::Definition",0,0,0,0,206661,0
"all;g4run;libG4particles;G4OmegacZero::Definition",1566373746,2421172300,1411577900,933562776,558758856,0
"all;g4run;libG4particles;G4IonTable::GetNucleusByEncoding",94900386,129361793,90505921,61851020,27229455,0
"all;g4run;libG4particles;std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_erase",0,1139008,0,0,0,0
"all;g4run;libG4particles;G4XiMinus::Definition",2094945,4326229,2743434,2665498,1091949,0
"all;g4run;libG4particles;0x000000000006cd35",694662,0,0,0,0,0
"all;g4run;libG4particles;G4AntiProton::AntiProtonDefinition@plt",3491222,5619239,615501,2912034,1020447,0
"all;g4run;libG4particles;G4VDecayChannel::operator=",698364,0,0,0,0,0
"all;g4run;libG4particles;0x000000000008127d",2092583,1115364,688294,505013,1366516,0
"all;g4run;libG4particles;0x000000000006cd39",0,0,692504,490201,224980,0
"all;g4run;libG4particles;G4DynamicParticle::AllocateElectronOccupancy",179280885,281891361,122347062,82159994,50619413,0
"all;g4run;libG4particles;0x00000000000631a1",8368587,8781284,12835806,7201223,2509010,0
"all;g4run;libG4particles;G4DecayTableMessenger::~G4DecayTableMessenger@plt",19533518,31287881,23028799,18272013,5600894,0
"all;g4run;libG4particles;G4IonTable::GetParticle",0,0,701082,0,0,0
"all;g4run;libG4particles;0x000000000006bd6f",2090869,0,1257168,1454697,1402268,0
"all;g4run;libG4particles;0x00000000000631a6",696922,0,0,478028,471869,0
"all;g4run;libG4particles;std::unique_lock<std::mutex>::unlock",697954,0,0,0,0,0
"all;g4run;libG4particles;G4Alpha::Definition",5583076,4212240,9493863,1896563,829690,0
"all;g4run;libG4particles;0x00000000000631a8",6284849,7948972,3900058,1885353,1561831,0
"all;g4run;libG4particles;0x000000000008131f",128370996,212569635,138755190,72303519,39762192,0
"all;g4run;libG4particles;std::vector<G4DynamicParticle*, std::allocator<G4DynamicParticle*> >::_M_realloc_insert<G4DynamicParticle* const&>@plt",698369,0,0,0,0,0
"all;g4run;libG4particles;G4ParticleDefinition::GetSubInstanceManager",10466663,12126362,6223740,5342719,2011397,0
"all;g4run;libG4particles;G4KaonZeroLong::Definition",0,0,0,0,226390,0
