cycles,ex_div_busy,ex_div_count,comm,dso,symbol
1396909,91,0,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEnergy"
1396896,0,19,"g4run","libG4processes.so","0x0000000000a63153"
1396894,0,28,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
1396887,0,0,"g4run","libG4processes.so","0x00000000008e196b"
1396886,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMfinalState"
1396878,0,0,"g4run","libG4processes.so","0x000000000085527f"
1396876,0,0,"g4run","libG4processes.so","G4Clebsch::ClebschGordanCoeff"
1396867,0,0,"g4run","libG4processes.so","std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>"
1396867,0,0,"g4run","libG4processes.so","0x0000000000e4d10b"
1396865,0,24,"g4run","libG4processes.so","G4BinaryCascade::G4BinaryCascade"
1396859,0,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::G4ElectroNuclearCrossSection"
1396858,0,0,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
1396851,0,0,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData"
1396844,0,0,"g4run","libG4processes.so","G4FTFModel::SamplingNucleonKinematics"
1396841,0,40,"g4run","libG4tracking.so","0x000000000002f9ca"
1396819,61,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::RandGamma::shoot"
1396819,0,36,"g4run","libG4processes.so","0x000000000083fd1b"
1396818,447,49,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzVector::rapidity"
1396818,0,17,"g4run","libG4processes.so","G4FTFAnnihilation::Create3QuarkAntiQuarkStrings"
1396816,0,0,"g4run","libG4geometry.so","G4ParameterisationTrdX::G4ParameterisationTrdX@plt"
1396815,0,0,"g4run","libG4processes.so","0x000000000037d9c0"
1396810,0,0,"g4run","libG4processes.so","0x00000000009d3334"
1396797,0,36,"g4run","libG4processes.so","G4HadronicException::G4HadronicException"
1396796,0,0,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackSecondariesFirst"
1396793,0,0,"g4run","libG4geometry.so","0x0000000000212428"
1396793,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
1396785,0,0,"g4run","libG4geometry.so","G4PolyhedronEllipsoid::G4PolyhedronEllipsoid@plt"
1396783,0,0,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeNextPolynomial"
1396779,0,0,"g4run","libG4processes.so","G4CascadeData<31, 4, 18, 55, 76, 20, 34, 0, 0>::print@plt"
1396778,0,0,"g4run","libG4processes.so","0x0000000000833dba"
1396775,0,0,"g4run","libG4processes.so","std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str@plt"
1396771,0,0,"g4run","libG4geometry.so","0x000000000027093c"
1396770,45,0,"g4run","libG4processes.so","0x0000000000e4d30d"
1396765,0,0,"g4run","libG4processes.so","0x0000000000f2e132"
1396760,67,0,"g4run","libG4processes.so","G4NuclearFermiDensity::G4NuclearFermiDensity"
1396759,0,0,"g4run","libG4processes.so","G4NucleiModel::generateModel"
1396753,75,17,"g4run","libG4processes.so","0x000000000037ebd0"
1396751,0,0,"g4run","libG4particles.so","G4ExcitedMesonConstructor::GetQuarkContents@plt"
1396750,1213,79,"g4run","libG4processes.so","0x0000000000a1ce57"
1396749,0,19,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions"
1396745,261,0,"g4run","libG4event.so","0x0000000000069d6b"
1396744,0,0,"g4run","libG4processes.so","G4OpMieHG::Initialise@plt"
1396743,0,0,"g4run","libG4processes.so","G4INCL::NNOmegaToMultiPionsChannel::pp_ppPipPimPi0@plt"
1396736,0,0,"g4run","libG4geometry.so","0x0000000000163039"
1396735,0,0,"g4run","libG4processes.so","0x0000000000a2a7f5"
1396734,339,0,"g4run","libG4processes.so","G4NuclNucl3BodyMomDst::~G4NuclNucl3BodyMomDst"
1396724,52,0,"g4run","libG4geometry.so","G4Cons::GetPointOnSurface"
1396704,100,584,"g4run","libG4processes.so","G4FTFAnnihilation::Annihilate"
1396701,71,0,"g4run","libG4processes.so","G4VXTRenergyLoss::SpectralXTRdEdx"
1396699,43,0,"g4run","libG4geometry.so","G4NavigationHistory::NewLevel@plt"
1396698,0,0,"g4run","libG4processes.so","G4DNACPA100IonisationModel::RandomizeEjectedElectronEnergyFromCumulatedDcs@plt"
1396678,0,0,"g4run","libG4processes.so","0x000000000037df70"
1396662,0,0,"g4run","libG4processes.so","0x0000000000a516c6"
1396636,0,0,"g4run","libG4processes.so","0x000000000037bd00"
1396631,0,0,"g4run","libG4processes.so","G4DNARuddIonisationExtendedModel::S_1s@plt"
1396615,0,293,"g4run","libG4processes.so","0x0000000000e9941f"
1396605,0,0,"g4run","g4run","CLHEP::MixMaxRng::flat"
1396600,123,148,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::_M_erase"
1396579,713,42,"g4run","libG4geometry.so","G4Box::GetExtent"
1396577,0,0,"g4run","libG4processes.so","G4CascadeSampler<31, 6>::findMultiplicity"
1396558,0,0,"g4run","libG4particles.so","G4DecayProducts::operator="
1396556,0,0,"g4run","libG4processes.so","G4ParallelWorldProcess::~G4ParallelWorldProcess"
1396548,0,0,"g4run","libG4geometry.so","0x00000000001c22d7"
1396543,0,0,"g4run","libG4processes.so","G4DNAGenericIonsManager::G4DNAGenericIonsManager@plt"
1396541,0,0,"g4run","libG4tracking.so","G4RichTrajectoryPoint::~G4RichTrajectoryPoint@plt"
1396534,0,0,"g4run","libG4processes.so","G4CollisionOutput::getRecoilFragment"
1396534,0,0,"g4run","libG4processes.so","MCGIDI_POPs_initial@plt"
1396466,204,0,"g4run","libG4processes.so","0x000000000093aaac"
1396466,0,0,"g4run","libG4processes.so","G4LossTableBuilder::InitialiseBaseMaterials"
1396456,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
1396451,0,0,"g4run","libG4processes.so","G4VEmProcess::GetCrossSection"
1396449,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
1396437,0,0,"g4run","libG4processes.so","0x000000000083d212"
1396425,0,0,"g4run","libG4event.so","G4EventManager::ProcessOneEvent"
1396411,0,0,"g4run","libG4processes.so","0x0000000000833d86"
1396409,0,0,"g4run","libG4processes.so","0x000000000037e3b0"
1396395,0,0,"g4run","libG4particles.so","G4AntiOmegacZero::Definition"
1396355,0,0,"g4run","libG4processes.so","std::vector<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> >::_M_realloc_insert<G4VSplitableHadron* const&>"
1396354,0,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetNuElTotCsArray"
1396326,0,0,"g4run","libG4geometry.so","G4Navigator::RestoreSavedState@plt"
1396320,0,0,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::ProcessDescription"
1396317,0,0,"g4run","libG4geometry.so","G4Cons::G4Cons"
1396304,0,0,"g4run","libG4event.so","0x0000000000068d2f"
1396304,0,0,"g4run","libG4processes.so","0x0000000000380120"
1396293,0,0,"g4run","libG4processes.so","0x00000000008e2f71"
1396283,0,0,"g4run","libG4processes.so","G4NuclearFermiDensity::~G4NuclearFermiDensity"
1396281,0,0,"g4run","libG4processes.so","0x000000000083e5ec"
1396274,0,0,"g4run","libG4tracking.so","0x000000000002f7a1"
1396263,270,169,"g4run","libG4processes.so","0x0000000000a0fedb"
1396252,169,0,"g4run","libG4processes.so","0x000000000037f090"
1396242,84,0,"g4run","libG4processes.so","0x0000000000a028af"
1396189,0,0,"g4run","libG4particles.so","std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_erase"
1396185,0,0,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_insert_and_rebalance"
1396135,75,0,"g4run","libG4processes.so","0x0000000000a2a78a"
1396099,0,0,"g4run","libG4processes.so","G4ElasticHNScattering::GaussianPt@plt"
1396089,174,0,"g4run","libG4processes.so","CLHEP::HepLorentzVector::boost@plt"
1396068,0,0,"g4run","libG4processes.so","std::vector<int, std::allocator<int> >::_M_range_insert<int const*>"
1396038,177,181,"g4run","libG4processes.so","0x00000000008e1948"
1396034,0,0,"g4run","libG4processes.so","0x0000000000b3818c"
1396019,0,0,"g4run","libG4processes.so","0x0000000000a49309"
1396005,0,0,"g4run","libG4geometry.so","0x00000000001925fa"
1396000,0,0,"g4run","libG4processes.so","G4StatMFFragment::GetEnergy"
1395998,0,0,"g4run","libG4geometry.so","0x00000000002704c5"
1395992,0,0,"g4run","libG4processes.so","G4AdjointCSManager::GetPostStepWeightCorrection@plt"
1395958,0,0,"g4run","libG4event.so","0x0000000000068e40"
1395953,0,0,"g4run","libG4processes.so","0x000000000096ef25"
1395823,0,48,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepRotation::set"
1395784,301,0,"g4run","libG4processes.so","G4MesonAbsorption::GetCollisions"
1395732,50,0,"g4run","libG4particles.so","G4DecayProducts::Boost"
1395685,0,27,"g4run","libG4processes.so","G4GSMottCorrection::ClearMCDataPerMaterial@plt"
1395681,303,0,"g4run","libG4processes.so","0x00000000008b6d06"
1395669,0,0,"g4run","libG4processes.so","G4OmegaMinus::Definition@plt"
1395648,0,17,"g4run","libG4processes.so","G4Fissioner::~G4Fissioner"
1395476,0,0,"g4run","libG4particles.so","0x00000000000631ed"
1395452,0,0,"g4run","libG4processes.so","G4EmBiasingManager::ActivateSecondaryBiasing"
1395449,0,0,"g4run","libG4geometry.so","0x0000000000187269"
1395363,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetEnergyThresholdForHeavyHadrons"
1395362,0,0,"g4run","libG4processes.so","G4PhysicsVector::Value"
1395354,0,0,"g4run","libG4error_propagation.so","std::vector<int, std::allocator<int> >::_M_default_append"
1395234,0,0,"g4run","libG4geometry.so","0x000000000018709a"
1395227,0,0,"g4run","libG4processes.so","G4MuNeutrinoNucleusProcess::PostStepDoIt"
1395207,0,0,"g4run","libG4geometry.so","0x00000000001a315d"
1395146,0,0,"g4run","libG4processes.so","G4INCL::CoulombNonRelativistic::getCoulombRadius@plt"
1395061,0,0,"g4run","libG4processes.so","G4InuclParamMomDst::GetMomentum"
1395056,0,0,"g4run","libG4processes.so","G4PAIModelData::SampleAlongStepTransfer@plt"
1395050,0,0,"g4run","libG4geometry.so","0x00000000001f8505"
1395021,0,0,"g4run","libG4event.so","0x0000000000069d7e"
1394990,0,0,"g4run","libG4processes.so","G4InuclSpecialFunctions::randomGauss"
1394959,418,0,"g4run","libG4processes.so","0x000000000083608c"
1394930,106,0,"g4run","libG4processes.so","0x0000000000a2a783"
1394903,0,0,"g4run","libG4processes.so","G4AngularDistribution::Cross@plt"
1394874,211,0,"g4run","libG4processes.so","G4ChargeExchangeProcess::BuildPhysicsTable"
1394856,0,65,"g4run","libG4processes.so","G4IonsShenCrossSection::calCeValue@plt"
1394852,0,0,"g4run","libG4geometry.so","G4Tubs::CreatePolyhedron"
1394821,0,0,"g4run","libG4event.so","0x0000000000069d48"
1394781,0,0,"g4run","libm.so.6","with_errno"
1394739,655,0,"g4run","libG4processes.so","G4CascadeParameters::Initialize"
1394689,0,0,"g4run","libG4particles.so","G4TauMinus::Definition"
1394653,0,0,"g4run","libG4processes.so","0x0000000000b362a3"
1394558,0,0,"g4run","libG4processes.so","0x00000000008b6bb5"
1394451,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
1394382,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
1394298,0,0,"g4run","libG4processes.so","0x00000000008e42e8"
1394240,0,0,"g4run","libG4processes.so","G4F19GEMProbability::~G4F19GEMProbability"
1394216,94,0,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::~G4CascadeData"
1394207,0,0,"g4run","libG4processes.so","0x00000000009d2e1b"
1394206,0,0,"g4run","libG4processes.so","G4CrossSectionBuffer::CrossSection@plt"
1394151,0,0,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::ThresholdMomentum"
1394145,0,0,"g4run","libG4processes.so","memset@plt"
1394137,0,0,"g4run","libG4processes.so","G4FTFModel::AdjustNucleonsAlgorithm_Sampling"
1393989,0,0,"g4run","libG4processes.so","G4FPYNormalFragmentDist::G4FPYNormalFragmentDist@plt"
1393864,0,0,"g4run","libG4particles.so","0x00000000000631ac"
1393806,0,16,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::~G4CascadeFunctions()"
1393791,238,0,"g4run","libc.so.6","__memset_avx2_unaligned_erms"
1393775,0,0,"g4run","libG4geometry.so","0x00000000001fe9bf"
1393720,0,0,"g4run","libG4processes.so","0x00000000008b6e67"
1393712,0,0,"g4run","libG4processes.so","0x0000000000833f67"
1393703,0,0,"g4run","libG4event.so","0x000000000006a49d"
1393689,44,0,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::TestAngleTable"
1393435,0,0,"g4run","libG4processes.so","0x0000000000a1b3ee"
1393317,0,0,"g4run","libG4processes.so","G4FTFModel::GetStrings"
1393276,0,0,"g4run","libG4processes.so","G4StatMFMacroMultiplicity::CalcMeanA"
1392638,0,0,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants"
1392395,161,73,"g4run","libG4particles.so","0x00000000000737ef"
1391799,0,0,"g4run","libG4processes.so","0x00000000008395b4"
1391367,0,0,"g4run","libG4processes.so","0x00000000008b60a9"
698687,0,0,"g4run","libG4event.so","0x0000000000069db3"
698622,261,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::pionNucleonAbsorption"
698599,0,0,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::~G4ChipsPionPlusInelasticXS"
698567,47,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon@plt"
698560,0,0,"g4run","libG4processes.so","G4BinaryCascade::Propagate"
698558,0,0,"g4run","libG4particles.so","G4KaonZero::Definition"
698551,0,0,"g4run","libG4processes.so","0x00000000009e4ca8"
698547,0,0,"g4run","libG4track.so","0x000000000000f483"
698542,72,0,"g4run","libG4processes.so","G4C10GEMProbability::~G4C10GEMProbability@plt"
698540,0,0,"g4run","libG4processes.so","G4DiffuseElasticV2::InitialiseOnFly"
698538,43,0,"g4run","libG4global.so","strlen@plt"
698533,0,17,"g4run","libG4geometry.so","0x000000000014aa0b"
698529,0,0,"g4run","libG4processes.so","G4Bessel::I1"
698525,0,0,"g4run","libG4processes.so","G4CascadeChannelTables::instance"
698524,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes"
698518,0,0,"g4run","libG4processes.so","G4MuonicAtomDecay::DumpState"
698516,0,0,"g4run","libG4geometry.so","0x00000000001946ae"
698514,0,0,"g4run","libG4processes.so","0x0000000000380ba0"
698513,118,18,"g4run","libG4processes.so","0x0000000000ef79e4"
698513,0,150,"g4run","libG4geometry.so","G4MagErrorStepper::DistChord"
698511,572,2292,"g4run","libc.so.6","__vfprintf_internal"
698506,0,0,"g4run","libG4particles.so","0x000000000005b2cd"
698504,0,0,"g4run","libG4processes.so","0x00000000009ed5c4"
698503,0,0,"g4run","libG4processes.so","0x00000000009f3d53"
698500,0,0,"g4run","libG4processes.so","0x0000000000e9b09d"
698499,0,0,"g4run","libG4particles.so","G4IonTable::size"
698496,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
698495,0,0,"g4run","libG4processes.so","G4PhotoElectricAngularGeneratorPolarized::CrossSectionMajorantFunction@plt"
698494,0,59,"g4run","libG4processes.so","G4ElementaryParticleCollider::fillOutgoingMasses"
698494,0,0,"g4run","libG4processes.so","0x00000000009f4299"
698493,0,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::~G4CascadeFunctions()"
698491,0,0,"g4run","libG4processes.so","G4SingleDiffractiveExcitation::ExciteParticipants"
698491,0,0,"g4run","libG4processes.so","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
698490,2832,1543,"g4run","libG4processes.so","G4LegendrePolynomial::EvalAssocLegendrePoly"
698490,0,0,"g4run","libG4particles.so","G4MesonConstructor::ConstructCharmMesons"
698481,0,0,"g4run","libG4processes.so","G4HadronicDeveloperParameters::Get"
698481,0,0,"g4run","libG4processes.so","0x0000000000a3f6af"
698480,0,0,"g4run","libG4processes.so","G4RToEConvForElectron::G4RToEConvForElectron@plt"
698473,0,0,"g4run","libG4processes.so","G4GammaNuclearXS::InitialiseOnFly@plt"
698473,0,0,"g4run","libG4processes.so","xDataTOM_XYs_getDataFromXDataInfo@plt"
698472,0,0,"g4run","libG4processes.so","G4NucleiProperties::GetBindingEnergy@plt"
698471,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetEnableHyperNuclei"
698471,0,0,"g4run","libG4processes.so","0x00000000008b6cf6"
698470,73,0,"g4run","libG4processes.so","G4CascadeChannelTables::~G4CascadeChannelTables"
698470,0,0,"g4run","libG4geometry.so","0x00000000000f76c3"
698469,0,0,"g4run","libG4processes.so","G4PenelopeOscillator::G4PenelopeOscillator@plt"
698468,2166,27,"g4run","libG4processes.so","G4FTFParameters::Reset@plt"
698465,0,104,"g4run","libG4processes.so","G4Cache<G4LossTableManager*>::~G4Cache@plt"
698465,0,0,"g4run","libG4processes.so","G4AblaDataFile::readData"
698463,124,16,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::DecayIt"
698463,0,0,"g4run","libG4processes.so","G4ElasticData::DefineNucleusParameters"
698462,0,0,"g4run","libstdc++.so.6.0.30","std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>"
698459,0,0,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetAtomicMass"
698459,0,0,"g4run","libG4processes.so","G4Fancy3DNucleus::DoLorentzContraction"
698458,0,0,"g4run","libG4processes.so","G4OpticalParameters::GetCerenkovMaxPhotonsPerStep"
698457,0,0,"g4run","libG4particles.so","G4MuonDecayChannel::DecayIt"
698454,0,0,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini"
698454,0,0,"g4run","libG4processes.so","G4N13GEMChannel::~G4N13GEMChannel"
698453,0,0,"g4run","libG4processes.so","G4INCL::ParticleSpecies::ParticleSpecies@plt"
698452,0,0,"g4run","libG4processes.so","0x0000000000e4d0bb"
698451,0,0,"g4run","libG4geometry.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare@plt"
698449,2516,0,"g4run","libG4processes.so","0x00000000008b6cdb"
698449,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateOutgoingPartTypes"
698448,0,0,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InteractionContent**, std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> > >, long, G4InteractionContent*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4InteractionContent const*, G4InteractionContent const*)> >"
698448,0,0,"g4run","libG4processes.so","0x00000000008aece1"
698448,0,0,"g4run","libG4processes.so","0x00000000008b67f4"
698447,0,0,"g4run","libG4processes.so","G4GEMProbability::~G4GEMProbability@plt"
698446,0,0,"g4run","libG4particles.so","G4IonConstructor::~G4IonConstructor"
698442,58,0,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::find"
698442,51,0,"g4run","libG4particles.so","G4KL3DecayChannel::G4KL3DecayChannel"
698442,0,0,"g4run","libG4geometry.so","G4CrystalUnitCell::GetBasis@plt"
698442,0,0,"g4run","libG4geometry.so","G4ExtrudedSolid::ComputeProjectionParameters@plt"
698442,0,0,"g4run","libG4particles.so","G4DecayProducts::G4DecayProducts"
698441,0,0,"g4run","libG4processes.so","G4ENDFTapeRead::G4GetNumberOfEnergyGroups@plt"
698440,0,0,"g4run","libG4geometry.so","std::vector<CLHEP::Hep3Vector, std::allocator<CLHEP::Hep3Vector> >::operator="
698439,0,0,"g4run","libG4processes.so","G4LowEPPolarizedComptonModel::SetNewPolarization@plt"
698437,0,17,"g4run","libG4processes.so","0x0000000000a05db6"
698436,0,0,"g4run","libG4processes.so","G4eeToHadronsModel::ComputeCMCrossSectionPerElectron@plt"
698436,0,0,"g4run","libG4processes.so","0x0000000000a1a595"
698435,0,0,"g4run","libG4processes.so","0x0000000000a31fb8"
698433,0,0,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag@plt"
698432,470,62,"g4run","libG4processes.so","0x0000000000a1bbfd"
698432,0,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMpionNAbsorption"
698430,0,0,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print"
698430,0,0,"g4run","libG4processes.so","G4CrossSectionDataStore::HtmlFileName"
698429,0,0,"g4run","libG4processes.so","G4FPYSamplingOps::SampleGaussian"
698428,0,0,"g4run","libG4processes.so","G4InuclParticleNames::nameLong"
698427,0,0,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini"
698425,0,16,"g4run","libG4processes.so","G4INCL::InteractionAvatar::~InteractionAvatar@plt"
698425,0,0,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::~G4ChipsPionPlusInelasticXS"
698425,0,0,"g4run","libG4processes.so","0x00000000009f3032"
698424,0,0,"g4run","libG4processes.so","G4KineticTrack::Decay"
698424,0,0,"g4run","libG4processes.so","G4VAtomDeexcitation::SetDeexcitationActiveRegion@plt"
698424,0,0,"g4run","libG4processes.so","0x0000000000380920"
698423,0,0,"g4run","libG4particles.so","0x000000000006cd35"
698423,0,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions()"
698422,0,0,"g4run","libG4particles.so","G4MuonPlus::Definition"
698422,0,0,"g4run","libG4processes.so","G4ExcitationHandler::G4ExcitationHandler@plt"
698420,0,0,"g4run","libG4processes.so","G4INCL::InteractionAvatar::ViolationEMomentumFunctor::ViolationEMomentumFunctor@plt"
698419,0,0,"g4run","libG4processes.so","G4LundStringFragmentation::Quark_AntiQuark_lastSplitting"
698418,654,0,"g4run","libG4processes.so","G4hIonisation::InitialiseEnergyLossProcess"
698418,0,0,"g4run","libG4global.so","G4ProfilerConfig<4ul>::GetPersistentFallback<0>@plt"
698417,0,29,"g4run","libG4processes.so","G4FissionProductYieldDist::MakeFileName"
698417,0,0,"g4run","libG4processes.so","G4GammaNuclearXS::G4GammaNuclearXS"
698415,0,0,"g4run","libG4processes.so","G4N16GEMChannel::~G4N16GEMChannel"
698415,0,0,"g4run","libG4processes.so","0x0000000000ef7d16"
698414,0,0,"g4run","libG4processes.so","epsilon@plt"
698413,73,0,"g4run","libG4processes.so","0x0000000000b362aa"
698413,0,267,"g4run","libG4processes.so","G4BinaryCascade::StepParticlesOut"
698413,0,0,"g4run","libG4particles.so","0x00000000000631a4"
698412,63,0,"g4run","libG4processes.so","G4IntraNucleiCascader::particleCanInteract"
698412,0,0,"g4run","libG4processes.so","G4HadronicParameters::IsLocked"
698412,0,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::~G4CascadeFunctions()"
698412,0,0,"g4run","libG4processes.so","0x0000000000b3629e"
698409,0,0,"g4run","libG4processes.so","0x0000000000838c16"
698407,0,0,"g4run","libG4processes.so","0x000000000037f2a0"
698406,0,54,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::SetSecondParton"
698406,0,0,"g4run","libG4geometry.so","0x00000000001c23ba"
698406,0,0,"g4run","libG4processes.so","G4VEnergyLossProcess::BuildLambdaTable@plt"
698405,0,0,"g4run","libG4geometry.so","G4Tubs::GetEntityType"
698404,0,0,"g4run","libG4event.so","0x0000000000068d76"
698402,0,0,"g4run","libG4geometry.so","G4BooleanSolid::GetCubicVolume"
698402,0,0,"g4run","libG4processes.so","std::vector<G4VStatMFMacroCluster*, std::allocator<G4VStatMFMacroCluster*> >::_M_realloc_insert<G4VStatMFMacroCluster*>"
698402,0,0,"g4run","libG4tracking.so","0x000000000002f7bd"
698401,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetApplyFactorXS"
698400,0,0,"g4run","libG4processes.so","G4Radioactivation::CalculateChainsFromParent"
698399,0,0,"g4run","libG4processes.so","0x0000000000380410"
698397,0,0,"g4run","libG4geometry.so","G4Box::CreatePolyhedron"
698396,0,0,"g4run","libG4global.so","G4SimpleIntegration::G4SimpleIntegration"
698395,0,0,"g4run","libG4geometry.so","0x00000000001c9d86"
698395,0,0,"g4run","libG4processes.so","G4Bessel::K0"
698394,0,0,"g4run","libG4processes.so","G4FTFModel::AdjustNucleons"
698392,0,0,"g4run","libG4geometry.so","G4ReflectedSolid::GetReflectedSolidPtr"
698392,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions"
698392,0,0,"g4run","libG4processes.so","G4KDTreeResult::~G4KDTreeResult@plt"
698391,0,0,"g4run","libG4processes.so","G4FPYSamplingOps::ShiftParameters"
698390,0,0,"g4run","libG4processes.so","G4fissionEvent::G4fissionerr"
698389,0,0,"g4run","libG4processes.so","G4GammaNuclearXS::CrossSectionDescription"
698389,0,0,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::ComputeGeomPathLength"
698388,0,0,"g4run","libG4geometry.so","G4ElectroMagneticField::G4ElectroMagneticField@plt"
698388,0,0,"g4run","libG4track.so","G4ParticleChangeForGamma::CheckIt"
698387,0,0,"g4run","libG4particles.so","G4NeutrinoTau::Definition"
698385,0,0,"g4run","libG4processes.so","G4QGSParticipants::GenerateDeltaIsobar@plt"
698385,0,0,"g4run","libG4processes.so","0x00000000008b6fbc"
698384,0,0,"g4run","libG4event.so","0x0000000000069d9f"
698384,0,0,"g4run","libG4processes.so","G4PhotoElectricEffect::~G4PhotoElectricEffect"
698383,422,0,"g4run","libG4processes.so","0x00000000006c9fe9"
698383,0,0,"g4run","libG4processes.so","G4ESTARStopping::AddData"
698383,0,0,"g4run","libG4processes.so","G4HadronElastic::G4HadronElastic@plt"
698383,0,0,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
698382,0,0,"g4run","libG4geometry.so","G4VPhysicalVolume::SetRotation@plt"
698382,0,0,"g4run","libG4processes.so","G4INCL::NNToMultiPionsChannel::pn_pnPipPi0Pi0Pim@plt"
